UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15
170532,143084,212674,196866,170301,212577,212009,162654,239017,218973,222983,145646,128902,237057,130697,213668
170639,219259,209506,180948,230931,180522,161226,237330,180692,200059,237385,215266,180416,200572,181215,180461
170675,221971,240107,164739,233541,239080,150066,140447,121691,195234,215929,216931,232557,176479,195128,184773
170806,203775,220613,205957,217688,220516,210775,446932,174899,226231,197045,161165,133553,448309,113698,177968
170842,190114,204617,148487,224004,151263,173045,148627,147679,192439,159656,229160,169716,192925,196592,131876
170967,190248,212197,213996,475200,171881,198899,215947,459727,207856,139393,449870,461795,167260,236133,204468
170976,134130,134097,240444,139959,110635,218663,178396,209551,221759,234030,126818,110653,104151,100663,100706
171100,233921,153658,153603,228723,23693903,23693901,214777,209542,126614,186380,155317,106397,196060,234076,199120
171128,176017,219356,178411,240727,178615,200280,190044,126775,207388,217484,161253,232566,150136,155399,183044
171137,211158,174783,218964,157951,233277,240365,106458,154095,212115,160612,165866,106704,141264,110538,237011
171146,221740,142115,10236803,10236801,148654,179566,139366,130493,100830,138789,219602,217864,199218,110510,110574
171456,221768,175078,232566,107983,178615,207865,115755,200253,187967,188304,219356,178624,240480,213783,174358
171492,172608,152822,121691,177968,230852,238078,150145,152318,219842,169628,170806,134079,183211,164474,147244
171571,181394,127741,433660,167729,213020,217484,128771,123572,214616,149231,198464,220075,451671,214670,140164
171599,232089,107877,198808,155937,139205,175430,194392,226587,143288,182634,152567,198835,181330,155973,153621
171881,149505,236133,459727,191621,117751,139393,211981,213303,198899,167260,213358,167251,166850,190248,475200
172033,457226,215628,227289,246345,150288,146728,210368,178518,176600,475608,147031,243498,220871,157207,213640
172051,228431,10236802,10236808,200004,145336,224545,102368,445188,479956,211158,174783,221740,181783,149231,171146
172264,220215,219718,155900,204194,151801,204264,192192,220516,198561,182458,170806,143288,213783,150677,136330
172334,147828,191968,137032,221971,146612,154688,232706,240107,192925,239080,192323,208488,15468801,15468802,230995
172440,153621,153250,219091,16947915,16947912,16947907,154590,16947910,16947904,16947905,16947909,16947918,225548,155511,231554
172477,167215,149028,228194,369002,402828,11508306,11508305,11508303,126049,20627905,20627903,20627901,20627902,20627906,126012
172608,171492,152798,146533,169220,166717,167181,239080,146490,448804,110778,260956,213446,154536,188535,174899
172644,201885,225511,157085,104179,157289,145600,190576,139940,137351,181464,215293,174066,204796,199193,110671
172699,150136,105330,149222,238032,200280,155399,180489,100751,231174,176372,230728,133669,142276,100858,153603
172705,213631,164474,151865,219842,145275,154536,185758,213446,217040,166045,443340,137777,131973,223001,124283
173045,169716,137847,219976,207458,236577,181002,236595,224226,148627,121309,151263,159656,215770,209825,168005
173124,196185,176035,208646,207306,187648,219082,144892,219356,240277,180461,157401,180948,196200,176080,240426
173142,150668,238333,123457,213668,162654,170301,232043,214157,143084,107080,210571,222983,237057,233301,230825
173160,146612,190725,15468802,15468801,194958,130253,176053,193584,19554401,209612,152600,192749,203368,186283,215655
173179,195580,215619,203997,21510501,215813,175139,122603,139348,186122,179317,206215,216816,124283,177278,177092
173258,211291,203535,190099,230959,234207,174844,206589,150400,191630,156408,150455,210669,216278,150756,230816
173300,125727,233426,183239,142294,239716,231059,384254,183275,232308,238476,173647,174747,210669,218973,216278
173328,215442,127918,208488,110361,211583,155089,229160,11917301,213367,196592,179043,141644,206622,215099,190716
173452,207403,181127,152530,107141,154101,142522,150941,150677,145372,176947,143288,152567,219790,152363,154712
173647,203128,168546,153162,216807,161004,168342,154350,204501,189088,156745,174844,216524,210669,173300,150400
173665,189705,181002,159656,208488,179043,209825,137847,168005,207458,156286,219976,148487,121309,236595,110361
173887,208239,126702,222938,113582,458982,119775,104188,142887,402776,450094,108232,210942,197151,458496,148177
173896,157298,127273,196884,131973,160029,223001,146977,150215,215424,144014,210368,150288,176600,224305,220871
173902,126678,209922,120254,209056,221351,157818,189097,454184,198613,116846,197133,128902,212009,174844,166124
173920,174783,233277,110538,164076,240365,154095,237011,106704,237525,211158,212115,232423,160612,171137,240329
173984,402615,468024,468006,439057,260910,420866,432533,440466,404338,451796,251312,421018,366748,428268,455178
174020,168263,126580,451671,209807,213783,207342,377564,199139,174358,156125,190576,210429,115755,126562,144281
174066,199193,181464,215293,137351,228778,204796,157085,236948,104179,139755,145600,110680,201885,110662,139940
174075,218229,214810,240471,240462,200059,237950,152567,219046,240189,142328,152363,219259,240417,127565,230834
174127,215105,202046,239309,169442,177746,194578,192712,110370,214971,108870,112570,164933,366368,164748,163295
174206,176451,208725,176619,108861,169099,14736902,14736901,219240,21997601,16822701,16822702,16822703,120795,233842,459736
174233,240268,159966,130776,230782,186371,151360,232566,222831,200280,240365,150136,153603,155317,175272,211158
174251,128391,163912,178615,234085,146427,232566,176080,153384,160959,196185,176017,127185,161226,144892,195216
174358,186876,196112,240471,174233,213783,171456,240480,210429,175272,175078,196158,226833,436827,165820,232566
174437,181093,181738,195173,210304,151786,198598,168227,198950,105899,236577,262022,220206,152530,157818,10704401
174491,166850,221661,198899,236133,204468,149505,117751,167394,139393,213996,212197,167260,212656,213303,475200
174507,110778,166717,169220,146533,167181,152798,188526,231837,147590,117520,235547,148593,166869,243823,218751
174525,178679,153250,155496,181376,176619,153320,153621,455099,225548,143297,177126,156365,211024,239424,155511
174747,231059,233426,183239,233718,142294,238476,232308,173300,125727,183275,239716,138600,384254,167835,152390
174783,211158,173920,240365,233277,106704,154095,212115,110538,171137,237011,157951,160612,179557,106458,165866
174792,191515,232025,120865,245652,152673,153834,169080,238333,168281,232256,231059,183239,213668,157818,165936
174817,238661,114549,188429,174914,230995,216852,445267,109785,206835,191649,145619,144740,204194,216694,238430
174844,203535,206589,150400,211291,191630,210669,156408,234207,150455,173258,216278,150756,230816,209065,239628
174862,141185,104586,161563,207689,140872,231086,101693,206330,213507,182795,238078,181093,206507,215947,218441
174899,446932,217688,203775,113698,161165,226231,197045,133553,162760,210775,220516,220613,205957,217961,170806
174914,195809,122436,144740,131159,239105,194310,228875,207971,122612,193654,157757,13247101,120883,231651,131283
175005,163578,211556,167783,156286,148627,168005,215442,173045,209825,11917301,207458,181002,148487,212984,169716
175078,171456,200253,221768,107983,115755,232566,178615,207865,188304,187967,181215,174358,180461,219356,175272
175139,195580,203997,122603,215619,206215,139348,21510501,179317,186122,216816,177278,177092,124283,215813,366793
175272,196158,240471,240480,213783,234827,107071,174233,196246,232566,169248,196194,196167,219471,183062,186876
175281,111391,167215,123970,228194,193821,126049,11508306,11508303,11508305,20627906,20627901,20627902,20627903,20627905,123448
175342,159009,198543,199999,138716,176044,130934,160630,100654,234155,227526,140960,199157,213598,199102,160621
175421,177065,136330,177214,225247,230807,169983,217934,164562,168254,147660,232265,155900,168786,219833,384306
175430,139205,155937,107877,198808,171599,194392,232089,219383,209409,181127,150145,173452,152992,174491,151777
175616,155025,211644,157401,106467,155061,144892,24366501,169910,196200,178624,228529,160038,157386,181215,18017901
175856,198543,199999,133650,102094,100654,232982,199157,160658,227216,200800,229115,140960,232937,160621,182281
175980,153144,158477,236328,169080,210401,130590,133492,166124,214175,233374,100937,455770,222983,168546,239017
176017,240727,171128,219356,178411,178615,176080,231174,100751,183044,207388,232566,217882,229115,150136,216339
176026,106263,229337,196307,435000,166708,231970,218335,214616,207342,456959,223214,228653,230764,407629,181428
176035,173124,196185,208646,207306,187648,176017,240426,176080,149772,144892,232566,221768,171128,139931,178615
176044,138716,159009,198543,160630,130934,175342,243665,199999,107983,221768,188304,207865,171456,213598,133650
176053,143118,15468802,15468801,19554401,147013,194958,192448,211352,146612,152600,190725,144351,148584,215655,206862
176080,180461,130943,153658,240444,153603,178396,221759,159391,181464,233921,126818,178615,174066,23693901,23693903
176318,102298,217873,220598,176406,101073,229887,102058,157058,158802,197993,102270,217624,102377,160904,198756
176336,176910,206516,146667,143233,223117,132408,156417,172033,476717,177816,457226,260947,115214,204990,476601
176372,149222,180489,142276,172699,200280,238032,155399,150136,105330,133669,230728,100751,231174,100858,211158
176406,217624,107600,102298,220598,158802,176318,160904,217873,232265,101912,197993,220181,140553,100690,198756
176451,108861,169099,14736902,14736901,219240,176619,21997601,233842,120795,165705,114840,16822703,16822702,16822701,459736
176479,195234,221971,232557,239080,215929,184773,140447,216931,121691,150066,177968,240107,213826,127653,233541
176600,150288,243498,227289,127273,173896,157298,210368,160029,131973,223001,196884,146977,215424,150215,220871
176619,169099,14736901,14736902,21997601,219240,16822702,16822701,16822703,176451,108861,120795,165705,233842,459736,112127
176628,192703,144281,199412,148335,197197,114813,195544,219833,134945,150163,207324,168290,117627,245883,105367
176664,176619,199315,176451,219240,21997601,221856,169099,16822703,16822702,16822701,211024,459736,14736902,14736901,233842
176789,215628,246345,172033,210368,178518,146728,220871,150288,213640,10704401,15178601,147031,192040,157207,176600
176910,146667,143233,132408,176336,206516,199315,197744,211024,115214,165945,153320,204990,215628,164614,181376
176947,181127,202514,217907,146825,237118,140234,152363,107141,139630,207403,206835,224527,152567,168528,141167
176965,240189,155681,216038,156620,139861,240462,196194,181783,196246,197869,240417,196149,221847,240480,23693902
177038,154174,455433,117520,384306,177427,126012,147129,441104,420246,439446,177986,475273,148593,149028,147590
177065,175421,177214,230807,136330,217934,147660,225247,168786,178721,168254,169983,155812,155520,133872,384306
177083,153241,205124,375230,192624,194657,446604,245777,197735,196440,197647,405854,247773,149329,192165,216311
177092,177278,124283,206215,179317,139348,122603,366793,195155,239424,206288,216816,455099,186122,177126,175139
177126,455099,206288,239424,366793,195155,211130,216816,177092,177278,124283,206215,179317,139348,122603,126979
177144,156189,161572,143288,155511,239071,203845,144971,189848,101693,147244,207403,155627,150677,107877,155973
177214,136330,177065,230807,175421,147660,168786,225247,217934,168254,164562,169983,126669,220613,236230,178721
177278,124283,177092,206215,179317,139348,122603,366793,195155,239424,455099,206288,177126,216816,186122,175139
177339,180595,101435,146339,209409,219383,219000,123651,164720,211468,198969,444990,210331,226587,153375,235769
177418,190770,193353,184694,201195,209108,185572,129941,211352,211088,191931,194091,217776,15468801,15468802,19554401
177427,441104,126012,117520,147129,149028,384306,455433,420246,148593,439446,148575,475273,364122,133872,177038
177542,237969,154855,181853,154590,154721,225548,180106,155414,200156,153001,219198,155973,155511,153250,172440
177551,162283,229063,133526,160630,220604,106412,221838,163453,227429,139719,199102,199582,198507,201690,131399
177719,166869,179450,149763,437316,167093,143978,145628,21036802,15483701,23384201,21036801,240213,459745,194073,142832
177746,202046,215105,192712,239309,194578,174127,202073,122506,108870,366368,164748,169442,214971,164933,110370
177816,476601,165945,148885,125718,476717,476692,217606,260947,175139,213400,434937,195155,451370,199759,436614
177834,188580,239169,215123,193405,193830,223223,112525,237880,143853,145558,423643,407629,154156,179812,117636
177940,206914,218724,234155,163338,131399,162283,187046,138716,106412,207209,176372,130934,211608,208646,153278
177968,195128,121691,183211,216931,195234,215929,232557,233541,239080,176479,140447,213826,150066,139199,221971
